fid,field_1,Admin1,Facility_name,Facility_type,Ownership,Latitude,Longitude,LL_source,Sub County,Ward,Level,Operating time,Total In-patient beds,General In-patient beds,Cots,Maternity beds,Emergency casualty bedsc,Intensive Care Unit beds,High Dependency Unit beds,Isolation beds,General theatres,Maternity theatres,Accident and Emergency Casualty Services,Ambulatory Services,Antenatal Care,Blood Services,Cancer Screening,Central Sterile Services Department,Curative Services,Dental services,Emergency Preparedness,Family Planning,Forensic Services,High Dependency Services,HIV/AIDs Prevention And Care Services,ICU Services,Immunisation,Inpatient Services,Integrated Immunization,Integrated Management Of Childhood Illness,Laboratory Services,Leprosy treatment,Maternity Services,Mental Health Services,Mortuary Services,Newborn Care Services,Nutrition Services,Occupational Therapy,Oncology Services,Opthalmic Services,Orthopaedic Technology Services,Pharmacy Services,Physiotherapy,Postnatal Care Services,Radiology and Imaging,Rehabilitation Services,Renal Services,Services For Gender Based Violence Survivors,Specialized In-Patient Services,Specialised Outpatient care,Theatre Services,Tuberculosis Diagnosis and Treatments,Youth Friendly Services
296,Kenya,Nairobi,Maria Medical Clinic And Diadetic Centre,Medical Clinic,Private Practice,-1.26319,36.92525,KMHFR,Ruai,Kasarani,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
937,Kenya,Nairobi,Dr Kingondu Clinic,Medical Clinic,Private Practice,-1.31123,36.78801,KMHFR,Kibra,Woodley/Kenyatta Golf Course,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
715,Kenya,Nairobi,Silent Hill Medical,Medical Clinic,Private Practice,-1.27449,36.89044,KMHFR,Embakasi West,Mowlem,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
400,Kenya,Nairobi,Centres For Community Health Care Access,Basic Health Centre,Private Practice,-1.23916,36.88643,KMHFR,Babadogo,Ruaraka,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
221,Kenya,Nairobi,Kenya Pipeline Staff Clinic,Medical Clinic,Private Practice,-1.30543,36.87546,KMHFR,Makadara,Viwandani,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
346,Kenya,Nairobi,St Francis Health Centre,Basic Health Centre,Faith Based Organization,-1.22552,36.91579,KMHFR,Clay city,kasarani,3,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
872,Kenya,Nairobi,Leo Toto Kawangware,Medical Clinic,Non-Governmental Organization,-1.28811,36.7388,KMHFR,Dagoretti South,Riruta,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
108,Kenya,Nairobi,Siedman Medical Centre,Medical Center,Private Practice,-1.27052,36.84167,KMHFR,Starehe,Pangani,3,24 hours,0,0,0,0,0,0,0,0,0,0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
710,Kenya,Nairobi,Mikulinzi Nursing Home,Nursing Home,Private Practice,-1.26238,36.90258,KMHFR,Embakasi West,Mowlem,3,NIL,9,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
898,Kenya,Nairobi,Nile Nursing Home LTD,Nursing and Maternity Home,Private Practice,-1.28363,36.68909,KMHFR,Dagoretti South,Mutu-ini,3,24 hours,0,0,0,14,0,0,0,0,0,0,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
181,Kenya,Nairobi,Angani Medical Centre,Medical Clinic,Private Practice,-1.2649,36.84397,KMHFR,Mathare,Mlango Kubwa,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
80,Kenya,Nairobi,Access Afya Kenya Medical Clinic,Medical Clinic,Private Practice,-1.31085,36.8427,KMHFR,Starehe,Nairobi South,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
209,Kenya,Nairobi,Mbotela Dispensary,Dispensary,Ministry of Health,-1.29824,36.86279,KMHFR,Makadara,Makongeni,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1119,Kenya,Nairobi,Kenya Kazi Services,Medical Clinic,Private Practice,-1.25866,36.7955,KMHFR,Westlands,Parklands,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
118,Kenya,Nairobi,Mission Of Hope International Medical Clinic,Medical Clinic,Faith Based Organization,-1.26568,36.84239,KMHFR,Starehe,Pangani,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
637,Kenya,Nairobi,Olaabani-Transami,Medical Center,Private Practice,-1.31944,36.89611,KMHFR,Embakasi South,Pipeline,3,24 hours,0,0,0,0,0,0,0,0,0,0,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
444,Kenya,Nairobi,St Ann's Clinic,Medical Clinic,Private Practice,-1.26843,36.9211,KMHFR,Kayole North,Embakasi Central,2,24 hours + Weekends,0,0,2,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
109,Kenya,Nairobi,Dayaniile Hospital,Medical Center,Private Practice,-1.2698,36.83938,KMHFR,Starehe,Pangani,3,24 hours,0,0,30,15,2,0,0,0,0,1,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
953,Kenya,Nairobi,National Food Safety and Nutrition Reference Lab,Laboratory,Ministry of Health,-1.30433,36.80769,KMHFR,Kibra,Woodley/Kenyatta Golf Course,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
395,Kenya,Nairobi,Avenue Health Care (Garden City Mall),Medical Clinic,Private Practice,-1.23268,36.8785,KMHFR,Babadogo,Ruaraka,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,No,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
857,Kenya,Nairobi,Rgc Jipe Moyo Dispensary,Dispensary,Faith Based Organization,-1.2901,36.7147,KMHFR,Dagoretti South,Waithaka,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1045,Kenya,Nairobi,Saola Maternity and Nursing home,Nursing and Maternity Home,Private Practice,-1.30963,36.7999,KMHFR,Lang'ata,Nyayo Highrise,3,24 hours,8,0,4,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53,Kenya,Nairobi,Madina Hospital Limited,Medical Clinic,Private Practice,-1.27605,36.85066,KMHFR,Kamukunji,Estleigh North,3,24 hours,14,0,4,14,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,Kenya,Nairobi,Mother And Child Hospital Ltd,Primary care hospital,Private Practice,-1.28175,36.85072,KMHFR,Kamukunji,California,4,24 hours,32,0,6,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
572,Kenya,Nairobi,Lespoir Medical Centre,Medical Clinic,Private Practice,-1.28756,36.90623,KMHFR,Embakasi East,Lower Savannah,2,24 hours + Weekends,3,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
422,Kenya,Nairobi,Rfh Komarock,Primary Care Hospital,Private Practice,-1.26312,36.91642,KMHFR,Komarock,Embakasi Central,4,24 hours + Weekends,20,0,2,1,1,0,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
651,Kenya,Nairobi,Sheba Medical Centre Ltd,Medical Clinic,Private Practice,-1.31714,36.89343,KMHFR,Embakasi South,Pipeline,2,24 hours + Weekends,4,0,1,0,1,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
1041,Kenya,Nairobi,ilanga Dispensary,Dispensary,Ministry of Health,-1.31738,36.79603,KMHFR,Lang'ata,Nyayo Highrise,2,24 hours,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
423,Kenya,Nairobi,Mama Lucy Kibaki Hospital (Embakasi),Secondary Care Hospital,Ministry of Health,-1.27416,36.89843,KMHFR,Komarock,Embakasi Central,5,24 hours + Weekends,188,0,12,17,0,2,2,0,0,0,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No
567,Kenya,Nairobi,Carmel Dispensary Jacaranda,Dispensary,Faith Based Organization,-1.28937,36.90711,KMHFR,Embakasi East,Lower Savannah,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
278,Kenya,Nairobi,maziwa medical clinic,Medical Clinic,Private Practice,-1.1885,36.89753,KMHFR,kahawa,Roysambu,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
344,Kenya,Nairobi,Kasarani Claycity Medical Centre,Medical Center,Private Practice,-1.22005,36.9062,KMHFR,Clay city,kasarani,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
599,Kenya,Nairobi,Getrude Donholm Clinic,Medical Clinic,Private Practice,-1.29524,36.88777,KMHFR,Embakasi East,Upper Savannah,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
640,Kenya,Nairobi,Bizet Medical Centre,Comprehensive Health Centre,Private Practice,-1.31047,36.89141,KMHFR,Embakasi South,Pipeline,3,24 hours + Weekends,12,26,2,12,0,0,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
445,Kenya,Nairobi,St Patrick Health Care Centre,Medical Clinic,Private Practice,-1.26742,36.91829,KMHFR,Kayole North,Embakasi Central,2,24 hours,12,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
166,Kenya,Nairobi,Dr. Nzuki Paed. clinic,Medical Clinic,Private Practice,-1.28443,36.82113,KMHFR,Starehe,Nairobi Central,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
957,Kenya,Nairobi,Clinix Health Care,Medical Clinic,Private Practice,-1.31037,36.77395,KMHFR,Kibra,Sarang'ombe,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19,Kenya,Nairobi,Iom Wellness Clinic,Medical Clinic,Non-Governmental Organization,-1.27681,36.85287,KMHFR,Kamukunji,Airbase,2,24 hours,2,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
875,Kenya,Nairobi,Jellin Medical Clinic,Medical Clinic,Private Practice,-1.28721,36.74285,KMHFR,Dagoretti South,Riruta,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
892,Kenya,Nairobi,Ngando Dreams Site,Medical Clinic,Non-Governmental Organization,-1.30356,36.73801,KMHFR,Dagoretti South,Ngando,2,24 hours,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
279,Kenya,Nairobi,Kenyatta university teaching refferal &research hospital,Comprehensive Teaching and Tertiary Referal Hospital,Ministry of Health,-1.18917,36.91328,KMHFR,kahawa,Roysambu,6,24 hours + Weekends,600,0,30,0,0,0,0,0,0,0,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No
412,Kenya,Nairobi,Santi Meridian Health Care,Medical Clinic,Private Practice,-1.2719,36.91116,KMHFR,Komarock,Embakasi Central,2,24 hours + Weekends,1,0,2,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
508,Kenya,Nairobi,Haven-Tassia,Nursing and Maternity Home,Private Practice,-1.31957,36.89994,KMHFR,Embakasi East,Embakasi,3,24 hours,0,0,8,8,0,0,0,0,0,0,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No
918,Kenya,Nairobi,Wema Intergrative Health Centre,Medical Center,Private Practice,-1.30074,36.77686,KMHFR,Kibra,Woodley/Kenyatta Golf Course,3,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
122,Kenya,Nairobi,Rural AID VCT,VCT,Ministry of Health,-1.2852,36.821,KMHFR,Starehe,Pangani,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
88,Kenya,Nairobi,Loco Dispensary,Dispensary,Ministry of Health,-1.2938,36.82732,KMHFR,Starehe,Landimawe,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
123,Kenya,Nairobi,Hoymas VCT (Nairobi),VCT,Non-Governmental Organization,-1.26498,36.83671,KMHFR,Starehe,Pangani,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
680,Kenya,Nairobi,Mukuru Sunrise Medclinic,Medical Clinic,Private Practice,-1.32313,36.88619,KMHFR,Embakasi South,Kwa Njenga,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
870,Kenya,Nairobi,Sapta Trust Kawangware Dice,Medical Clinic,Non-Governmental Organization,-1.28874,36.73875,KMHFR,Dagoretti South,Riruta,2,24 hours,0,0,1,0,0,0,0,0,0,0,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
938,Kenya,Nairobi,Dr Mboloni Clinic,Medical Clinic,Private Practice,-1.3112,36.7879,KMHFR,Kibra,Woodley/Kenyatta Golf Course,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
842,Kenya,Nairobi,Nairobi Radiotherapy and Cancer Centre-Kindaruma,Primary Care Hospital,Private Practice,-1.2959,36.79701,KMHFR,Dagoretti North,Kilimani,4,24 hours,2,0,0,0,0,0,0,0,0,0,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
750,Kenya,Nairobi,Park Ville Medical Center,Medical Center,Private Practice,-1.25938,36.82861,KMHFR,Westlands,Karura,3,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
664,Kenya,Nairobi,Huduma Family Access Medical Clinic,Medical Clinic,Private Practice,-1.31101,36.86948,KMHFR,Embakasi South,Kwa Reuben,2,24 hours + Weekends,0,0,1,0,0,0,0,0,0,0,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
190,Kenya,Nairobi,Upendo Dispensary,Dispensary,Ministry of Health,-1.26038,36.8476,KMHFR,Mathare,Hospital,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1065,Kenya,Nairobi,Kikoshep Kenya (Mugumoini),Medical Clinic,Non-Governmental Organization,-1.31645,36.8171,KMHFR,Lang'ata,Mugumo-ini,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23,Kenya,Nairobi,Al-Kifah Medical Centre Limited,Medical Clinic,Private Practice,-1.27808,36.8516,KMHFR,Kamukunji,Airbase,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
550,Kenya,Nairobi,Ropas Medical Clinic,Medical Clinic,Private Practice,-1.30619,36.91472,KMHFR,Embakasi East,Embakasi,2,24 hours + Weekends,3,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
309,Kenya,Nairobi,Junction Family Hosipital,Nursing Home,Private Practice,-1.25285,36.92191,KMHFR,Njiru,Kasarani,3,24 hours + Weekends,22,0,0,12,0,0,0,0,1,12,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No
858,Kenya,Nairobi,Uthiru Muthua Health Centre,Basic Health Centre,Ministry of Health,-1.2687,36.71831,KMHFR,Dagoretti South,Uthiru/Ruthimitu,3,24 hours,17,0,0,17,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1046,Kenya,Nairobi,Family Health Dental Clinic,Medical Clinic,Private Practice,-1.31221,36.81614,KMHFR,Lang'ata,Nairobi West,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1117,Kenya,Nairobi,Mirmed Health Care,Medical Clinic,Private Practice,-1.26661,36.81189,KMHFR,Westlands,Parklands,2,24 hours,2,0,0,0,0,0,0,0,0,0,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
